emotion,phrase,other_mean,distinctiveness
Anger,kira kira,0.0015862222222222224,0.03591077777777778
Anger,bagus bagus,0.0,0.035714
Anger,serangan jantung,0.0054536666666666666,0.03418933333333333
Anger,usah banyak,0.0,0.030277
Anger,satu satunya,0.0,0.028307
Anger,salah satu,0.003899555555555556,0.026801444444444444
Anger,speed 1,0.0,0.026357
Anger,satu paling,0.0,0.026169
Anger,real madrid,0.0,0.025155
Anger,kaya kaya,0.0,0.02506
Anger,nah menarik,0.0,0.024359
Anger,satu sisi,0.0,0.021684
Anger,game changer,0.0,0.021643
Anger,masalah hari,0.0,0.021285
Anger,hari masalah,0.0,0.021285
Anger,harga rp,0.0,0.021234
Anger,nah gimana,0.0,0.021062
Anger,kena serangan,0.0,0.02105
Anger,misalkan gini,0.0,0.020693
Anger,tahan terhadap,0.0,0.020527
Anger,makanan sehat,0.0,0.019698
Anger,ekonomi indonesia,0.0,0.019321
Anger,teman teman,0.009016333333333333,0.019099666666666668
Anger,hati hati,0.006305444444444444,0.019044555555555558
Anger,rata rata,0.0,0.018273
Anger,betul betul,0.0,0.017898
Anger,beliau adalah,0.0,0.017428
Anger,latihan beban,0.003974,0.017265999999999997
Anger,luar biasa,0.005150111111111111,0.014599888888888888
Anger,bukan hanya,0.004043222222222222,0.013925777777777777
Anger,km per,0.0006062222222222222,-0.0006062222222222222
Anger,cacar api,0.0006157777777777778,-0.0006157777777777778
Anger,3 jutaan,0.0006226666666666667,-0.0006226666666666667
Anger,bekas jerawat,0.0006246666666666667,-0.0006246666666666667
Anger,carbon fiber,0.0006526666666666666,-0.0006526666666666666
Anger,bukan cuma,0.0007204444444444445,-0.0007204444444444445
Anger,bulu mata,0.0007231111111111111,-0.0007231111111111111
Anger,sobat sehat,0.0007548888888888888,-0.0007548888888888888
Anger,1 2,0.0007553333333333333,-0.0007553333333333333
Anger,bikin kulit,0.0008046666666666666,-0.0008046666666666666
Anger,s go,0.0008084444444444445,-0.0008084444444444445
Anger,warna warna,0.0008682222222222222,-0.0008682222222222222
Anger,vitamin c,0.00087,-0.00087
Anger,let s,0.0008736666666666667,-0.0008736666666666667
Anger,benar kejutan,0.0008771111111111111,-0.0008771111111111111
Anger,aktivitas besar,0.0008771111111111111,-0.0008771111111111111
Anger,dr nia,0.0008771111111111111,-0.0008771111111111111
Anger,mengawasi allah,0.0008771111111111111,-0.0008771111111111111
Anger,membantu revaluasi,0.0008771111111111111,-0.0008771111111111111
Anger,waktu menyerahkan,0.0008771111111111111,-0.0008771111111111111
Anger,aktivitas rasa,0.0008771111111111111,-0.0008771111111111111
Anger,barokah aktivitas,0.0008771111111111111,-0.0008771111111111111
Anger,aktivitas sebenarnya,0.0008771111111111111,-0.0008771111111111111
Anger,this is,0.0008813333333333334,-0.0008813333333333334
Anger,sampai jam,0.0008855555555555556,-0.0008855555555555556
Anger,kaca film,0.0008880000000000001,-0.0008880000000000001
Anger,cabang olahraga,0.0008965555555555555,-0.0008965555555555555
Anger,komen bawah,0.0008991111111111112,-0.0008991111111111112
Anger,misalnya kalian,0.0009087777777777779,-0.0009087777777777779
Anger,wuling mitra,0.0009187777777777778,-0.0009187777777777778
Anger,love you,0.0009265555555555555,-0.0009265555555555555
Anger,i love,0.0009305555555555556,-0.0009305555555555556
Anger,selamat datang,0.0009328888888888889,-0.0009328888888888889
Anger,my god,0.0009405555555555556,-0.0009405555555555556
Anger,oh oh,0.0009525555555555557,-0.0009525555555555557
Anger,oke john,0.0009615555555555556,-0.0009615555555555556
Anger,pertama kali,0.0009706666666666668,-0.0009706666666666668
Anger,dk jakarta,0.0009934444444444444,-0.0009934444444444444
Anger,oh my,0.000994222222222222,-0.000994222222222222
Anger,belakang bagian,0.001001,-0.001001
Anger,berat badan,0.0010040000000000001,-0.0010040000000000001
Anger,pull up,0.001027888888888889,-0.001027888888888889
Anger,200 ribu,0.0011127777777777776,-0.0011127777777777776
Anger,atlet atlet,0.0012025555555555555,-0.0012025555555555555
Anger,dekai jakarta,0.001244888888888889,-0.001244888888888889
Anger,sepak bola,0.0013653333333333334,-0.0013653333333333334
Anger,anak anak,0.0014606666666666665,-0.0014606666666666665
Anger,insya allah,0.0015056666666666667,-0.0015056666666666667
Anger,nama baik,0.0016327777777777777,-0.0016327777777777777
Anger,4 perunggu,0.0016671111111111112,-0.0016671111111111112
Anger,oke oke,0.0016735555555555557,-0.0016735555555555557
Anger,jakarta indonesia,0.0016905555555555554,-0.0016905555555555554
Anger,segala macam,0.0016966666666666666,-0.0016966666666666666
Anger,warga jakarta,0.0017035555555555556,-0.0017035555555555556
Anger,gias 2025,0.0017136666666666665,-0.0017136666666666665
Anger,back to,0.0017435555555555557,-0.0017435555555555557
Anger,datang jakarta,0.0017721111111111112,-0.0017721111111111112
Anger,lihat kasih,0.0017856666666666665,-0.0017856666666666665
Anger,kalah kalah,0.0017856666666666665,-0.0017856666666666665
Anger,kasih kerana,0.0017875555555555557,-0.0017875555555555557
Anger,kerana menonton,0.0017875555555555557,-0.0017875555555555557
Anger,menyerang lawan,0.0018267777777777779,-0.0018267777777777779
Anger,2 3,0.0018285555555555555,-0.0018285555555555555
Anger,ivan gunawan,0.0018355555555555556,-0.0018355555555555556
Anger,dipon 21,0.0018369999999999999,-0.0018369999999999999
Anger,agak sedikit,0.0018703333333333334,-0.0018703333333333334
Anger,off road,0.0018911111111111112,-0.0018911111111111112
Anger,jakarta menang,0.001951111111111111,-0.001951111111111111
Anger,mas mas,0.0019826666666666664,-0.0019826666666666664
Anger,tim nasional,0.002429444444444444,-0.002429444444444444
Anger,misalnya water,0.0024709999999999997,-0.0024709999999999997
Anger,solar guard,0.002519888888888889,-0.002519888888888889
Anger,pemain pemain,0.002525222222222222,-0.002525222222222222
Anger,para pecinta,0.002525222222222222,-0.002525222222222222
Anger,enak kalian,0.002525222222222222,-0.002525222222222222
Anger,produk warda,0.0025547777777777778,-0.0025547777777777778
Anger,barrier rusak,0.0025889999999999997,-0.0025889999999999997
Anger,blush on,0.0025904444444444447,-0.0025904444444444447
Anger,make up,0.002646333333333333,-0.002646333333333333
Anger,19 tahun,0.002668,-0.002668
Anger,tanda tanda,0.0027166666666666667,-0.0027166666666666667
Anger,luar rumah,0.0027224444444444444,-0.0027224444444444444
Anger,eh ternyata,0.0027676666666666665,-0.0027676666666666665
Anger,keluar satu,0.0028036666666666665,-0.0028036666666666665
Anger,sel kulit,0.0028997777777777776,-0.0028997777777777776
Anger,apalagi sering,0.0028997777777777776,-0.0028997777777777776
Anger,kulit gampang,0.0028997777777777776,-0.0028997777777777776
Anger,jalan coba,0.0029727777777777777,-0.0029727777777777777
Anger,jalan gias,0.0029727777777777777,-0.0029727777777777777
Anger,cewek cewek,0.0029727777777777777,-0.0029727777777777777
Anger,emang eh,0.003025333333333333,-0.003025333333333333
Anger,kemarin habis,0.003028111111111111,-0.003028111111111111
Anger,bagi kesehatan,0.003042777777777778,-0.003042777777777778
Anger,mobil bekas,0.003171666666666667,-0.003171666666666667
Anger,malam hari,0.003219,-0.003219
Anger,benar benar,0.003223888888888889,-0.003223888888888889
Anger,asupan minuman,0.0033106666666666666,-0.0033106666666666666
Anger,mengonsumsi minuman,0.0033106666666666666,-0.0033106666666666666
Anger,les bermain,0.0033106666666666666,-0.0033106666666666666
Anger,minuman tepat,0.0033106666666666666,-0.0033106666666666666
Anger,sekolah les,0.0033106666666666666,-0.0033106666666666666
Anger,indonesia perlu,0.0035027777777777774,-0.0035027777777777774
Anger,jangan lupa,0.0036016666666666666,-0.0036016666666666666
Anger,sini sini,0.003640666666666667,-0.003640666666666667
Anger,tiba tiba,0.0037065555555555554,-0.0037065555555555554
Anger,hari cari,0.0038113333333333332,-0.0038113333333333332
Anger,keluar biar,0.0038113333333333332,-0.0038113333333333332
Anger,sini tunjukin,0.0038144444444444445,-0.0038144444444444445
Anger,hai kalian,0.0038144444444444445,-0.0038144444444444445
Anger,menang menang,0.003832111111111111,-0.003832111111111111
Anger,muka muka,0.003832111111111111,-0.003832111111111111
Anger,temen temen,0.0038467777777777775,-0.0038467777777777775
Anger,semua otot,0.003974,-0.003974
Anger,full coverage,0.004014666666666666,-0.004014666666666666
Anger,paling rendah,0.004040222222222222,-0.004040222222222222
Anger,minuman manis,0.004083666666666667,-0.004083666666666667
Anger,paling bawah,0.004182222222222223,-0.004182222222222223
Anger,banyak pilihannya,0.004206444444444445,-0.004206444444444445
Anger,pas tengah,0.004206444444444445,-0.004206444444444445
Anger,i m,0.004230888888888889,-0.004230888888888889
Anger,video video,0.004260777777777777,-0.004260777777777777
Anger,dki jakarta,0.004455777777777777,-0.004455777777777777
Anger,to notice,0.004464222222222222,-0.004464222222222222
Anger,perlu banyak,0.004464222222222222,-0.004464222222222222
Anger,diatur layar,0.004464222222222222,-0.004464222222222222
Anger,memindahkan beban,0.004464222222222222,-0.004464222222222222
Anger,banyak space,0.004464222222222222,-0.004464222222222222
Anger,100 kilo,0.004464222222222222,-0.004464222222222222
Anger,sampai sampai,0.004509666666666666,-0.004509666666666666
Anger,besar banyak,0.004603333333333333,-0.004603333333333333
Anger,pemburu darah,0.004603333333333333,-0.004603333333333333
Anger,skin care,0.004618777777777778,-0.004618777777777778
Anger,saham saham,0.0047669999999999995,-0.0047669999999999995
Anger,jangan khawatir,0.005035333333333333,-0.005035333333333333
Anger,olah raga,0.005077888888888889,-0.005077888888888889
Anger,adalah hasil,0.005114333333333334,-0.005114333333333334
Anger,tinggi gula,0.005260111111111111,-0.005260111111111111
Anger,lalu turun,0.005294222222222223,-0.005294222222222223
Anger,kalian lihat,0.0053166666666666675,-0.0053166666666666675
Anger,memang akhirnya,0.005358555555555556,-0.005358555555555556
Anger,your skin,0.005551,-0.005551
Anger,lihat bukan,0.005646,-0.005646
Anger,jalan jalan,0.005711444444444445,-0.005711444444444445
Anger,you need,0.005846222222222222,-0.005846222222222222
Anger,sebelah sini,0.005884111111111111,-0.005884111111111111
Anger,pendaraan otak,0.006047,-0.006047
Anger,semua hidup,0.006552888888888889,-0.006552888888888889
Anger,s so,0.006610222222222222,-0.006610222222222222
Anger,saham turun,0.006646555555555555,-0.006646555555555555
Anger,naik turun,0.0066778888888888895,-0.0066778888888888895
Anger,paling penting,0.006944444444444444,-0.006944444444444444
Anger,mual muntah,0.007053666666666666,-0.007053666666666666
Anger,hamil mengalami,0.007053666666666666,-0.007053666666666666
Anger,workout rumah,0.007948,-0.007948
Anger,kejutan kejutan,0.008203777777777777,-0.008203777777777777
Anger,mindset benar,0.008307555555555556,-0.008307555555555556
Anger,memiliki mindset,0.008307555555555556,-0.008307555555555556
Anger,alternatif aman,0.008593555555555556,-0.008593555555555556
Anger,it s,0.008799777777777778,-0.008799777777777778
Anger,rumah punya,0.008928555555555556,-0.008928555555555556
Anger,saham naik,0.009553111111111111,-0.009553111111111111
Anger,bener bener,0.011168555555555555,-0.011168555555555555
Anger,ibu hamil,0.011229888888888888,-0.011229888888888888
Anger,terima kasih,0.016400666666666668,-0.016400666666666668
Anger,memberikan hasil,0.016403777777777778,-0.016403777777777778
Anger,3 tahun,0.017004333333333333,-0.017004333333333333
Anger,main game,0.017004333333333333,-0.017004333333333333
Anger,kalian suka,0.017004333333333333,-0.017004333333333333
Anger,selama 3,0.01732766666666667,-0.01732766666666667
Anger,kanan kiri,0.01768511111111111,-0.01768511111111111
Anger,selama 2,0.018537777777777778,-0.018537777777777778
Anger,2 kali,0.018537777777777778,-0.018537777777777778
Anger,langsung datang,0.019060666666666667,-0.019060666666666667
Anger,kolom komentar,0.019060666666666667,-0.019060666666666667
Anger,1 tahun,0.019060666666666667,-0.019060666666666667
Anger,7 tahun,0.020436222222222224,-0.020436222222222224
Anger,2 tahun,0.020436222222222224,-0.020436222222222224
